0	0	0
0.2068	0	0
0.3046	0	0
1.2829	0	0
1.4759	0	0
2.0846	0	0
2.1332	0	0
2.5669	0	0
3.0789	0	0
3.5347	0	0
3.8296	0	0
4.0136	0	0
4.4866	0	0
5.2903	0	0
5.3764	0	0
5.7004	0	0
6.8732	0	0
7.3070	0	0
7.9101	0	0
8.4899	0	0
8.9113	0	0
9.6776	0	0
9.8232	0	0
10.8483	0	0
11.3945	0	0
12.0336	0	0
12.3379	0	0
12.4390	0	0
12.9233	0	0
13.2606	0	0
14.1025	0	0
14.6961	0	0
14.7691	0	0
15.0560	0	0
15.3755	0	0
15.6901	0	0
15.7547	0	0
15.8208	0	0
16.0010	0	0
16.2239	0	0
16.6083	0	0
16.9716	0	0
17.4371	0	0
17.6428	0	0
19.8618	0	0
21.8247	0	0
22.2076	0	0
22.8285	0	0
22.9088	0	0
24.7455	0	0
25.1539	0	0
25.4515	0	0
25.8747	0	0
27.2601	0	0
29.4509	0	0
29.9489	0	0
30.5321	0	0
30.6781	0	0
30.8680	0	0
31.9208	0	0
32.0520	0	0
32.8314	0	0
33.2257	0	0
33.3380	0	0
33.7465	0	0
34.0769	0	0
34.7805	0	0
35.3939	0	0
35.7524	0	0
36.1308	0	0
37.0334	0	0
37.6847	0	0
37.9137	0	0
38.1445	0	0
38.5013	0	0
38.5982	0	0
40.1760	0	0
40.3293	0	0
41.5475	0	0
41.7083	0	0
42.7446	0	0
43.1103	0	0
43.3027	0	0
43.7291	0	0
43.9082	0	0
44.1588	0	0
45.8113	0	0
45.9509	0	0
46.0708	0	0
47.0377	0	0
47.6070	0	0
48.4001	0	0
48.6882	0	0
49.4304	0	0
51.8325	0	0
52.8653	0	0
52.9817	0	0
53.8821	0	0
55.6362	0	0
57.0337	0	0
57.2838	0	0
58.3324	0	0
59.0909	0	0
59.2903	0	0
59.4358	0	0
59.4992	0	0
59.6940	0	0
60.0587	0	0
60.0913	0	0
60.1938	0	0
60.4439	0	0
60.5656	0	0
60.6436	0	0
60.8030	0	0
60.8815	0	0
61.5736	0	0
62.2292	0	0
62.2878	0	0
63.3099	0	0
63.8268	0	0
63.8490	0	0
64.0990	0	0
64.5891	0	0
64.9920	0	0
65.6224	0	0
65.9678	0	0
66.2658	0	0
67.0725	0	0
67.3007	0	0
68.4046	0	0
69.1488	0	0
70.5198	0	0
70.8680	0	0
70.9393	0	0
72.3775	0	0
73.0486	0	0
73.2432	0	0
73.4078	0	0
74.1978	0	0
74.5258	0	0
74.6473	0	0
74.8830	0	0
75.8496	0	0
76.1579	0	0
78.1211	0	0
78.3002	0	0
78.5707	0	0
79.1385	0	0
79.4707	0	0
79.8997	0	0
80.9884	0	0
82.4914	0	0
83.2674	0	0
83.5450	0	0
83.9684	0	0
83.9931	0	0
84.2435	0	0
85.9288	0	0
86.1387	0	0
87.7028	0	0
87.7362	0	0
87.8308	0	0
88.4270	0	0
88.5397	0	0
88.6305	0	0
88.8413	0	0
89.7703	0	0
90.6166	0	0
91.4048	0	0
92.1112	0	0
92.5317	0	0
93.0392	0	0
93.5131	0	0
93.7945	0	0
93.8275	0	0
94.1875	0	0
95.2797	0	0
95.5247	0	0
95.6660	0	0
95.9724	0	0
96.0518	0	0
96.1882	0	0
96.5105	0	0
96.7392	0	0
96.9234	0	0
97.7036	0	0
98.3143	0	0
98.4234	0	0
99.4772	0	0
99.6313	0	0
99.7791	0	0
100.2054	0	0
100.3856	0	0
100.6619	0	0
101.6393	0	0
101.7442	0	0
102.7439	0	0
102.9042	0	0
103.7280	0	0
103.9643	0	0
104.1782	0	0
104.2907	0	0
104.5515	0	0
105.0113	0	0
106.4143	0	0
109.5389	0	0
109.7254	0	0
110.3151	0	0
110.5608	0	0
111.7061	0	0
111.9349	0	0
112.0624	0	0
113.2571	0	0
115.6942	0	0
116.0236	0	0
117.5861	0	0
117.6850	0	0
117.9385	0	0
119.1571	0	0
119.2818	0	0
119.8386	0	0
120.1333	0	0
120.4901	0	0
120.8432	0	0
121.0754	0	0
121.6409	0	0
121.8227	0	0
122.9561	0	0
124.3198	0	0
125.3784	0	0
125.7429	0	0
126.1471	0	0
126.8054	0	0
127.5732	0	0
127.8343	0	0
127.8883	0	0
128.5912	0	0
129.5642	0	0
129.8658	0	0
129.8913	0	0
130.1566	0	0
130.6351	0	0
131.2895	0	0
131.3314	0	0
131.5902	0	0
131.9865	0	0
132.4520	0	0
132.7549	0	0
133.1284	0	0
134.9660	0	0
135.0226	0	0
135.7764	0	0
136.1895	0	0
136.4096	0	0
138.1277	0	0
